model,scenario,region,variable,unit,year,value
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,0.502067504380818
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.246891839596312
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,0.172611355848289
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,0.181469274765708
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,0.176526650809108
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2070,0.174907901330288
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2080,0.169089521373011
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2090,0.152145223012573
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,0.153762738267577
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,0.0899855880490133
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,0.0565627999313078
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,0.0398330248802491
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,0.0339077388090821
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,0.0406024898691603
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,0.032007998946854
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,0.0338100611196871
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,0.0308835697502358
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,0.0485040065556079
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,0.13184199458978
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,0.159725932888721
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,0.183370032080348
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,0.204157246896641
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,0.221204623433028
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,0.235768433437697
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,0.248297979063638
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,0.256303090531294
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,0.258597037618088
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2020,0.629352744813227
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2030,0.762457778298527
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2040,0.875323779538776
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2050,0.974552335222879
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2060,1.05592863151165
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2070,1.12544952908222
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2080,1.18525978874558
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2090,1.22347249093035
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2100,1.23442273406055
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2020,0.805423386740379
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2030,0.975766501544365
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2040,1.12020841860273
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2050,1.24719761510518
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2060,1.35134012135061
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2070,1.44031050756405
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2080,1.51685356278529
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2090,1.56575682770915
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2100,1.57977056162904
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Road transport,EJ/yr,2020,1.64740506160429
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Road transport,EJ/yr,2030,1.99582319069939
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Road transport,EJ/yr,2040,2.29126326505928
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Road transport,EJ/yr,2050,2.55100571670806
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Road transport,EJ/yr,2060,2.76401777315109
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Road transport,EJ/yr,2070,2.94599692473011
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Road transport,EJ/yr,2080,3.1025573359102
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Road transport,EJ/yr,2090,3.2025835922753
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Road transport,EJ/yr,2100,3.23124714559603
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2020,0.111883835557186
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2030,0.135546720641961
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2040,0.155611590823005
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2050,0.173252050006245
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2060,0.1877188052993
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2070,0.200077954815495
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2080,0.210710785627717
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2090,0.217504088306814
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2100,0.21945077911223
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Air transport,EJ/yr,2020,0.363222383358625
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Air transport,EJ/yr,2030,0.440042144451285
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Air transport,EJ/yr,2040,0.50518122314523
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Air transport,EJ/yr,2050,0.562449635478149
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Air transport,EJ/yr,2060,0.609414858924778
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Air transport,EJ/yr,2070,0.649537900123733
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Air transport,EJ/yr,2080,0.68405657862837
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Air transport,EJ/yr,2090,0.706110520359006
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Air transport,EJ/yr,2100,0.712430304360728
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,0.502067504380818
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.608252330828701
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,0.698291425818186
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,0.777451219314311
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,0.842369334521038
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2070,0.897829779928218
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2080,0.945543543080963
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2090,0.976027808351384
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,0.984763388335829
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,0.0899855880490133
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,0.109017100677139
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,0.1251548129157
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,0.139342627314028
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,0.150977904883158
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,0.16091808374333
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,0.169469824291896
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,0.174933520931622
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,0.176499199440967
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,0.13184199458978
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,0.151176873651111
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,0.176077839512859
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,0.175295456582193
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,0.213642654807834
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,0.209812858161893
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,0.202605787063346
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,0.201536706850711
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,0.195325455033173
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2020,0.629352744813227
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2030,0.668035162090859
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2040,0.868357077021971
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2050,0.964491524789061
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2060,0.979589954606816
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2070,0.961846876788836
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2080,0.91299171135466906
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2090,0.909446504595284
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2100,0.936960264766474
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2020,0.805423386740379
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2030,0.936864514417831
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2040,1.11564876593937
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2050,1.21730547818674
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2060,1.24101687900489
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2070,1.22628261486662
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2080,1.28980524986776
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2090,1.18969832644691
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2100,1.17395080703228
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Road transport,EJ/yr,2020,1.64740506160429
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Road transport,EJ/yr,2030,1.90001634716117
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Road transport,EJ/yr,2040,2.2137729659787
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Road transport,EJ/yr,2050,2.46495901957704
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Road transport,EJ/yr,2060,2.5313074649215
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Road transport,EJ/yr,2070,2.49483478099505
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Road transport,EJ/yr,2080,2.54942011616631
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Road transport,EJ/yr,2090,2.41580338596446
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Road transport,EJ/yr,2100,2.38805550077215
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2020,0.111883835557186
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2030,0.127359842355168
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2040,0.153366610848676
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2050,0.168707408104867
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2060,0.172687838140804
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2070,0.169973212741093
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2080,0.174673162974723
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2090,0.164553216033186
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2100,0.162573583297338
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Air transport,EJ/yr,2020,0.363222383358625
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Air transport,EJ/yr,2030,0.441105065924411
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Air transport,EJ/yr,2040,0.520886112132321
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Air transport,EJ/yr,2050,0.560476520004191
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Air transport,EJ/yr,2060,0.56690562289075
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Air transport,EJ/yr,2070,0.547002116707812
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Air transport,EJ/yr,2080,0.524333453536888
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Air transport,EJ/yr,2090,0.477322072568281
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Air transport,EJ/yr,2100,0.575511281974295
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,0.502067504380818
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.537426749794064
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,0.665809527082279
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,0.763822721003908
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,0.794051888710292
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2070,0.791881314030927
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2080,0.786568438791918
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2090,0.792908639448132
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,0.780999962615602
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,0.0899855880490133
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,0.10502821378128
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,0.124909920020451
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,0.136247617044828
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,0.138876790992941
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,0.136905137600222
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,0.142744049381825
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,0.132647945206291
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,0.130929772447461
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,0.13184199458978
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,0.151020204364227
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,0.166496431077858
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,0.166127735837328
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,0.186721872624731
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,0.182413881722796
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,0.175804999922685
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,0.175096426091479
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,0.168795931750356
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2020,0.629352744813227
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2030,0.654006135942829
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2040,0.828730078862469
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2050,0.845627128815312
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2060,0.831955772515457
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2070,0.821694509264863
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2080,0.779351215036832
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2090,0.775290089650908
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2100,0.798653909653585
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2020,0.805423386740379
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2030,0.938460157536027
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2040,1.0792247237087
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2050,1.08635826987903
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2060,1.07713966820784
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2070,1.0738971009241
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2080,1.06213300346709
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2090,1.0306897644839
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2100,1.01624521797562
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Road transport,EJ/yr,2020,1.64740506160429
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Road transport,EJ/yr,2030,1.89971979491895
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Road transport,EJ/yr,2040,2.13974377785406
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Road transport,EJ/yr,2050,2.18849177530152
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Road transport,EJ/yr,2060,2.18619719041455
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Road transport,EJ/yr,2070,2.17775188136306
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Road transport,EJ/yr,2080,2.14663241636564
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Road transport,EJ/yr,2090,2.0878973146763
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Road transport,EJ/yr,2100,2.06260881945622
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2020,0.111883835557186
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2030,0.127273860927812
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2040,0.148076166528232
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2050,0.150784362648602
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2060,0.149358932853476
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2070,0.149836324171002
