model,scenario,region,variable,unit,year,value
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2080,0.0971396354353993
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2090,0.0940383794694461
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2100,0.0929156273643241
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2020,0.363222383358625
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2030,0.328403480736659
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2040,0.330499760065063
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2050,0.333506482699318
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2060,0.330248017108661
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2070,0.323385926345239
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2080,0.315371546077488
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2090,0.30537202759652
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2100,0.301349694419812
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,0.502067504380818
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.446718803888077
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,0.451740357013598
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,0.569551899370856
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,0.581528843361184
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2070,0.584035150337231
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2080,0.577877160157569
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2090,0.563841945294149
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,0.558625055023547
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,0.0899855880490133
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,0.0932393988073971
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,0.0866557812109157
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,0.0897100951978038
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,0.0864130316024581
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,0.0923797574588928
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,0.0840838242173368
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,0.0812760007642683
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,0.0826758258846921
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,0.13184199458978
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,0.133443834384058
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,0.108194101787052
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,0.107050279220214
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,0.110132965185119
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,0.0938312135811666
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,0.091807030885247
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,0.0880675249832371
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,0.0885657629172248
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2020,0.629352744813227
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2030,0.537368540020104
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2040,0.521741328463831
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2050,0.535438978250834
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2060,0.559261631149839
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2070,0.491570794350434
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2080,0.480540102524221
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2090,0.464583142677335
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2100,0.466976029053303
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2020,0.805423386740379
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2030,0.763072046501119
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2040,0.692373349848001
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2050,0.671271634987962
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2060,0.661177267430208
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2070,0.660931429566086
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2080,0.581365604861538
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2090,0.560378261377485
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2100,0.567959296858822
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2020,1.64740506160429
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2030,1.18933549691591
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2040,1.18857332418661
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2050,1.22517406610104
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2060,1.27521679553369
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2070,1.13092714451116
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2080,1.10851105713043
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2090,1.07374759849873
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2100,1.06901371181983
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2020,0.111883835557186
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2030,0.13161946105804
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2040,0.0651112043717738
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2050,0.0902797700138783
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2060,0.0958253411718857
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2070,0.0804138068140227
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2080,0.0790199153363135
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2090,0.0758144538688632
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2100,0.0753943489959496
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2020,0.363222383358625
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2030,0.320971363252727
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2040,0.285540365469196
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2050,0.284663992540712
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2060,0.293654415653376
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2070,0.254557902629215
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2080,0.247676991027547
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2090,0.238658926818442
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2100,0.241569006330056
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,0.502067504380818
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.433398099822861
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,0.396113378732986
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,0.469836421285011
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,0.501329224536268
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2070,0.449328357229154
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2080,0.444781474220597
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2090,0.433080914725991
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,0.436559147256438
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,0.0899855880490133
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,0.13497838207352
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,0.109925716262977
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,0.0958620537306272
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,0.0762483586402814
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,0.0723784654946669
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,0.0615945714336451
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,0.0627196788530315
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,0.0756822297613329
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,0.13184199458978
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,0.0879058768615283
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,0.0584467992736752
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,0.0589051274533862
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,0.0661061937645548
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,0.0533354294433295
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,0.0650828704903606
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,0.0580345064373218
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,0.0606211671715249
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2020,0.629352744813227
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2030,0.397014641871718
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2040,0.327164635627684
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2050,0.333432227161042
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2060,0.33279108410399
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2070,0.319756789261812
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2080,0.320825876963806
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2090,0.304974693132728
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2100,0.30201127827111
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2020,0.805423386740379
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2030,0.659943217133776
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2040,0.547105820272209
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2050,0.451200472786497
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2060,0.416763080402434
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2070,0.465458253421485
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2080,0.453536220688277
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2090,0.440759924537362
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2100,0.411687732649105
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2020,1.64740506160429
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2030,0.877367018427087
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2040,0.764642568832244
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2050,0.787580512929016
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2060,0.761653392859555
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2070,0.745363305354251
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2080,0.742568689360555
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2090,0.706848975652989
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2100,0.693521010615209
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2020,0.111883835557186
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2030,0.086529200196881
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2040,0.0481640150707755
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2050,0.0437169274543335
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2060,0.0423079126166644
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2070,0.0566743624133453
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2080,0.0462912110851291
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2090,0.0550902249271627
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2100,0.0540622955956168
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2020,0.363222383358625
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2030,0.233166985641398
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2040,0.170937861611816
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2050,0.171946893804148
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2060,0.167351118595513
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2070,0.166085216979455
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2080,0.163656920849588
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2090,0.15650597868694
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2100,0.157343091383801
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,0.502067504380818
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.32289105756511
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,0.281881171900169
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,0.306018338974011
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,0.299487995095482
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2070,0.296103104646392
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2080,0.29903511453908
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2090,0.286414868413421
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,0.284320453541082
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,0.0899855880490133
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,0.0668846880858075
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,0.0351878058617702
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,0.044230071590377
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,0.0560884081924302
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,0.0594670729099761
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,0.043183317786877
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,0.0469547654728219
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,0.0586012765844474
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,0.13184199458978
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,0.0615278261348514
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,0.0360363957538609
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,0.0365282004793454
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,0.0363861280228183
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,0.0354343045290121
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,0.0338724829032274
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,0.0312966935474622
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,0.040106082855645
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2020,0.629352744813227
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2030,0.326633615213211
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2040,0.192882099496985
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2050,0.195022964163742
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2060,0.193549443135368
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2070,0.187218997279304
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2080,0.178477838456249
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2090,0.158884475050114
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry thermal,EJ/yr,2100,0.160503110056329
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2020,0.805423386740379
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2030,0.497410098793067
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2040,0.349559206634574
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2050,0.28628774347545
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2060,0.291180298672666
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2070,0.279790098377609
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2080,0.258587075374724
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2090,0.268254366269079
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Industry_specific,EJ/yr,2100,0.311289213654549
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2020,1.64740506160429
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2030,0.737066004110469
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2040,0.449897637166349
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2050,0.433951122600454
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2060,0.430363843254607
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2070,0.413880804902852
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2080,0.395323246419319
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2090,0.358169708756825
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Road transport,EJ/yr,2100,0.354254630957266
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2020,0.111883835557186
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2030,0.0590028812248321
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2040,0.0360186942538871
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2050,0.0322225475097227
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2060,0.0323807483176014
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2070,0.0314552339891808
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2080,0.0300905767130511
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2090,0.0277264832968762
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2100,0.0394641218310496
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2020,0.363222383358625
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2030,0.168846735907744
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2040,0.0992969646996545
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2050,0.0999294382755106
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2060,0.0990412416132126
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2070,0.0960625703841335
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2080,0.0914735933208617
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2090,0.0811330320053472
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy|Air transport,EJ/yr,2100,0.0857061392616982
