model,scenario,region,variable,unit,year,value,MOD.SCEN
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,1.1667582274772088,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,1.0004960615322398,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,1.0356177878600599,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,1.066589495707555,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,1.0840065699579722,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,1.0750699737428129,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,1.0752483002880153,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,1.040932020883354,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,1.028311829134906,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,0.9048139920054896,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,0.8381862875552876,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,1.0363299576713572,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,0.973130193510971,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,0.9243300231825047,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,0.907735200724004,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,0.8850870358140925,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,0.8570075243467731,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2030,0.9639783895417858,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2040,0.9885986198470248,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2050,1.0026003224973663,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2060,0.9941860219840039,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2070,0.9653425569157864,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2080,0.9264770243187783,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2090,0.9069118019767064,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2100,0.9343690681509936,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2030,0.9539597299623594,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2040,0.9448667891942331,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2050,0.943121250107303,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2060,0.9240645172036897,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2070,0.9297291960480124,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2080,0.9028074627190851,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2090,0.8727040557568528,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2100,0.8625128920997777,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Road transport,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Road transport,EJ/yr,2030,0.8846516259001247,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Road transport,EJ/yr,2040,0.8793210329060324,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Road transport,EJ/yr,2050,0.8954328581770328,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Road transport,EJ/yr,2060,0.8896639340055391,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Road transport,EJ/yr,2070,0.888568394981741,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Road transport,EJ/yr,2080,0.867125518633298,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Road transport,EJ/yr,2090,0.8392563156030124,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Road transport,EJ/yr,2100,0.8294124034271341,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2030,0.8791230788928555,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2040,0.911011347122551,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2050,0.9205718299484752,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2060,0.9201332561246639,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2070,0.9076486741040014,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2080,0.8794832513422081,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2090,0.850588903397327,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2100,0.8467217520876058,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Air transport,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Air transport,EJ/yr,2030,0.9476952243635928,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Air transport,EJ/yr,2040,0.935818446284697,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Air transport,EJ/yr,2050,0.9333304546463381,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Air transport,EJ/yr,2060,0.9169055218860886,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Air transport,EJ/yr,2070,0.8616842105482125,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Air transport,EJ/yr,2080,0.8418025356716619,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Air transport,EJ/yr,2090,0.9935977764189796,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Air transport,EJ/yr,2100,1.1541816991557334,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.9028876387324882,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,0.9089735266541359,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,1.0653943868975169,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,1.0312859190748995,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2070,0.9855305299251417,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2080,0.9733175809129126,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2090,0.9895366585379256,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,0.9886209953477756,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,0.8957479158973073,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,0.9368230501411327,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,0.925993537013296,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,0.9165820663365537,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,0.9247263255108463,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,0.89692543530148094,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,0.8676567593818744,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,0.8711766801132428,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,0.8272235518739507,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,0.7100736893565653,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,0.785737094690103,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,0.7193842595267996,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,0.6773400278421116,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,0.6832800088251686,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,0.6591425382306878,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,0.6335494027577316,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2030,0.7698499140594647,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2040,0.7594049042294688,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2050,0.7635061268558642,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2060,0.7482388661397589,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2070,0.7357356288585514,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2080,0.6968007636228178,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2090,0.6953325404859342,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2100,0.7075218178425646,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2030,0.8111950900929019,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2040,0.7589788643415861,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2050,0.7344155388071425,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2060,0.7151030917297658,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2070,0.7092723324267575,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2080,0.6992677885734321,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2090,0.6748492174719779,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2100,0.7630700638199732,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Road transport,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Road transport,EJ/yr,2030,0.6720161896021439,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Road transport,EJ/yr,2040,0.6694542268285198,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Road transport,EJ/yr,2050,0.671530338794043,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Road transport,EJ/yr,2060,0.6646565030915094,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Road transport,EJ/yr,2070,0.6583920328778694,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Road transport,EJ/yr,2080,0.6496334260468579,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Road transport,EJ/yr,2090,0.6291272506682585,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Road transport,EJ/yr,2100,0.617032797191524,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2030,0.8795804584476083,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2040,0.7725400724764688,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2050,0.7209669251977019,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2060,0.6878520794838615,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2070,0.6735496259135796,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2080,0.6602627464201262,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2090,0.6384754597198041,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2100,0.6304784358907034,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Air transport,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Air transport,EJ/yr,2030,0.7990318221130585,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Air transport,EJ/yr,2040,0.7429709118291096,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Air transport,EJ/yr,2050,0.7082317836258412,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Air transport,EJ/yr,2060,0.6539219545048721,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Air transport,EJ/yr,2070,0.7501210393137855,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Air transport,EJ/yr,2080,0.8520852296751187,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Air transport,EJ/yr,2090,0.8909356363207144,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Air transport,EJ/yr,2100,0.9051289168684935,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.7273465719944351,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,0.7095701011242501,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,0.8324394641531611,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,0.7898878696730738,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2070,0.7843483560114438,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2080,0.7569220016197532,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2090,0.748088617750364,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,0.7470521341437227,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,1.0446033751385126,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,0.9196445055699307,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,0.8015742074421472,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,0.7318886445126459,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,0.7096900459068884,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,0.6940961925166034,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,0.6695010141943668,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,0.8432622349024528,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,0.6923135288478968,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,0.252437120179174,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,0.5058893220700553,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,0.4964749245377525,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,0.4703386866516988,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,0.4763044313215156,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,0.4625062777913724,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,0.5110085452548138,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2030,0.6096528907319165,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2040,0.5153475318392899,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2050,0.5256777225677015,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2060,0.5138635458055749,MESSAGEix-Australia_SSP2-20k-ren
