model,scenario,region,variable,unit,year,value,MOD.SCEN
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2070,0.5079516397575443,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2080,0.4789156409758021,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2090,0.477471615751535,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2100,0.5042192235015969,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2030,0.7186440913169337,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2040,0.6038230580411692,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2050,0.5850066311356117,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2060,0.5568256354168266,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2070,0.6192059288737649,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2080,0.5571357663602822,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2090,0.5327340863390908,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2100,0.5513367743231878,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Road transport,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Road transport,EJ/yr,2030,0.6071378089315599,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Road transport,EJ/yr,2040,0.48579939093350666,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Road transport,EJ/yr,2050,0.4939835749701783,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Road transport,EJ/yr,2060,0.4773288469055917,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Road transport,EJ/yr,2070,0.5108247203223736,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Road transport,EJ/yr,2080,0.4675448966307384,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Road transport,EJ/yr,2090,0.45201303806761106,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Road transport,EJ/yr,2100,0.45761221872554786,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2030,0.8169419009941704,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2040,0.4296765545280356,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2050,0.26900617758313095,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2060,0.4694133218453932,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2070,0.49752877498912446,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2080,0.46323756944767136,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2090,0.4619055869449959,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2100,0.4893018484059852,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Air transport,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Air transport,EJ/yr,2030,0.26881105931797145,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Air transport,EJ/yr,2040,0.48852962717862863,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Air transport,EJ/yr,2050,0.5132019162033469,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Air transport,EJ/yr,2060,0.47327331792845584,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Air transport,EJ/yr,2070,0.5663297377533422,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Air transport,EJ/yr,2080,0.6379196790734811,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Air transport,EJ/yr,2090,0.655274801565299,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Air transport,EJ/yr,2100,0.7118647794641954,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.5530472115045244,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,0.5018012782955338,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,0.6056959325151525,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,0.5794103167057773,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2070,0.5962982893857215,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2080,0.5467308352860575,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2090,0.5184228380119323,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,0.5528886756293133,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,0.5398439394658971,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,1.0820088197162914,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,0.49775191915057154,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,0.623945557254958,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,0.6285387053390454,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,0.48900848359158333,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,0.49560361200982017,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,0.7979753727760505,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,0.47429446236882933,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,0.3007466278378743,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,0.3175041448432918,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,0.3008998944497871,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,0.28385011490621026,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,0.28614429438337013,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,0.23302748275673646,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,0.24375245633268014,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2030,0.5220060669800775,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2040,0.3080162326141775,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2050,0.3131694847802048,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2060,0.30011174188807227,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2070,0.2817422012638172,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2080,0.27267477512331223,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2090,0.23546360671784033,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry thermal,EJ/yr,2100,0.23181013492048544,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2030,0.6063598411707316,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2040,0.3671282872331136,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2050,0.32731500200852853,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2060,0.30774793777501624,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2070,0.33048070905279375,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2080,0.3118092681332709,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2090,0.30402527778930427,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Industry_specific,EJ/yr,2100,0.28780938787707233,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Road transport,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Road transport,EJ/yr,2030,0.5105714807251825,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Road transport,EJ/yr,2040,0.29087075684230385,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Road transport,EJ/yr,2050,0.2752397152134877,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Road transport,EJ/yr,2060,0.263987605735416,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Road transport,EJ/yr,2070,0.28253343394702424,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Road transport,EJ/yr,2080,0.2581309782487921,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Road transport,EJ/yr,2090,0.24358603609686036,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Road transport,EJ/yr,2100,0.23152775279519133,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2030,0.5943838142263532,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2040,0.31250665575700515,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2050,0.3173788040359992,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2060,0.27620033235086233,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2070,0.30682128065242825,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2080,0.28202288650203483,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2090,0.254726009268324,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2100,0.33988524674696213,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Air transport,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Air transport,EJ/yr,2030,0.47748700929808674,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Air transport,EJ/yr,2040,0.31552912646945924,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Air transport,EJ/yr,2050,0.26826368100751635,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Air transport,EJ/yr,2060,0.26337516326974425,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Air transport,EJ/yr,2070,0.25700620849315126,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Air transport,EJ/yr,2080,0.2695508883573384,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Air transport,EJ/yr,2090,0.23879975579666998,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Air transport,EJ/yr,2100,0.22777572690498793,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.5684193892878787,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,0.36650033050758263,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,0.3847074659017494,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,0.37841175939857874,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2070,0.36999298872770103,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2080,0.3686466929146298,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2090,0.3156133026047206,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,0.3048951378523961,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,0.609949636263142,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,0.3570779999228302,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,0.47288560574394994,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,0.29966883707917585,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,0.315730083446644,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,0.48028148461632675,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,0.29890907341353906,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,0.3146624459419263,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,1.21149511872678,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,1.3908317501634817,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,1.5484993801244165,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,1.6778009474241915,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,1.788265068131585,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,1.8832996257088281,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,1.944017089006949,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,1.961416303073237,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2030,1.2114951187267826,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2040,1.3908317501634888,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2050,1.5484993801244116,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2060,1.6778009474241953,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2070,1.7882650681315764,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2080,1.8832996257088377,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2090,1.9440170890069606,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2100,1.9614163030732306,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2030,1.2114951187267853,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2040,1.3908317501634937,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2050,1.54849938012441,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2060,1.6778009474241928,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2070,1.788265068131578,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2080,1.8832996257088248,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2090,1.9440170890069493,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2100,1.9614163030732368,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2030,1.2114951187267815,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2040,1.3908317501634861,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2050,1.548499380124411,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2060,1.677800947424194,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2070,1.7882650681315828,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2080,1.8832996257088355,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2090,1.9440170890069581,MESSAGEix-Australia_SSP2-baseline-6Gt
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2100,1.9614163030732403,MESSAGEix-Australia_SSP2-baseline-6Gt
